GuideBox_sm_id,GuideBox_id,Rovi_id,Rovi_SM_id,Scheme,episode_title,ozoneepisodetitle,OzoneOriginalEpisodeTitle,projectx_id_rovi,projectx_id_GuideBox,Dev_GuideBox_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_GuideBox_id_present,series_id_match,Px_series_id,Episode mapping,Comment
15777,5199770,3281200211,525742851, 'Exact sequence & title match',End of A Friendship?, 'End of a Friendship?',|['End of a Friendship?',8205087,8205087,,,,,,,Pass,Pass
15777,2952969,1353057010,525742851, 'Exact sequence & title match',Twin Leaks, 'Twin Leaks',|['Twin Leaks',8202693,8202693,,,,,,,Pass,Pass
15777,6478690,4380478717,525742851, 'Exact sequence & title match',Pain in The Neck, 'Pain in the Neck',|['Pain in the Neck',8206938,8206938,,,,,,,Pass,Pass
15777,6555473,4399756344,525742851, 'Exact sequence & title match',What Happens in Vegas..., 'What Happens in Vegas...',|['What Happens in Vegas...',8207106,8207106,,,,,,,Pass,Pass
15777,2875181,1342643068,525742851, 'Exact sequence & title match',Baby Not On Board, 'Baby Not on Board',|['Baby Not on Board 312',8201941,8201941,,,,,,,Pass,Pass
15777,422456,682606567,525742851, 'Exact sequence & title match',Planet Funk is Funked Up, 'Planet Funk Is Funked Up',|['Planet Funk Is Funked Up',8197945,8197945,,,,,,,Pass,Pass
15777,6555474,4414406516,525742851, 'Exact sequence & title match',The Big Day, 'The Big Day',|['The Big Day',8207231,8207231,,,,,,,Pass,Pass
15777,7050612,4766944344,525742851, 'Exact sequence & title match',Total Summerslam, 'Total Summerslam',|['Total Summerslam',8208292,8208292,,,,,,,Pass,Pass
15777,7706901,5399788033,525742851, 'Exact sequence & title match',This Is Make or Break, 'This Is Make or Break',|['This Is Make or Break',8208527,8208527,,,,,,,Pass,Pass
38916,6003920,17499925,1655272, 'title match only',Session 4: The Reformation, 'Session 4: The Reformation',|['Session 4: The Reformation',5099571,5099571,,,,,,,Pass,Pass
38916,6003919,17499806,1655272, 'title match only',Session 3: The Renaissance, 'Session 3: The Renaissance',|['Session 3: The Renaissance',5099340,5099340,,,,,,,Pass,Pass
38916,6003918,17499804,1655272, 'title match only',Session 2: The Middle Ages, 'Session 2: The Middle Ages',|['Session 2: The Middle Ages',5099297,5099297,,,,,,,Pass,Pass
38916,6003917,17499803,1655272, 'title match only',Session 1: The Roman Age, 'Session 1: The Roman Age',|['Session 1: The Roman Age',5099261,5099261,,,,,,,Pass,Pass
38916,6003922,17499916,1655272, 'title match only',Session 6: The Scientific Age, 'Session 6: The Scientific Age',|['Session 6: The Scientific Age',5099457,5099457,,,,,,,Pass,Pass
38916,6003921,783443567,1655272, 'title match only',Session 5: The Revolutionary Age, 'Session 5: The Revolutionary Age',|['Session 5: The Revolutionary Age',5099612,5099612,,,,,,,Pass,Pass
38916,6003923,17499920,1655272, 'title match only',Session 7: The Age of Non-Reason, 'Session 7: The Age of Non-Reason',|['Session 7: The Age of Non-Reason',5099499,5099499,,,,,,,Pass,Pass
38916,6003924,17499693,1655272, 'title match only',Session 8: The Age of Fragmentation, 'Session 8: The Age of Fragmentation',|['Session 8: The Age of Fragmentation',5098978,5098978,,,,,,,Pass,Pass
38916,6003925,17499807,1655272, 'title match only',Session 9: The Age of Personal Peace and Affluence, 'Session 9: The Age of Personal Peace and Affluence',|['Session 9: The Age of Personal Peace and Affluence',5099414,5099414,,,,,,,Pass,Pass
38916,6003926,17499800,1655272, 'title match only',Session 10: Final Choices, 'Session 10: Final Choices',|['Session 10: Final Choices',5099161,5099161,,,,,,,Pass,Pass
2645,348708,479483905,10330519, 'sequence & title match',The Finale (Parts 1 & 2), 'The Finale',|['The Finale',3041231,13274936,[{'sourceId': '348708'}],"[{'rovi_projectx_id_mapped': 'rovi_id:479483905,Map_reason:not found in projectx'}]",,,True,[3038203],Fail,Fail
2645,348705,479483901,10330519, 'sequence & title match',Quality of Death (Parts 1 & 2), 'Quality of Death',|['Quality of Death',3041205,13275090,[{'sourceId': '348705'}],"[{'rovi_projectx_id_mapped': 'rovi_id:479483901,Map_reason:not found in projectx'}]",,,True,[3038203],Fail,Fail
2645,348702,479483897,10330519, 'sequence & title match',You Can't Take It With You (Parts 1 & 2)," ""You Can't Take It With You""","|[""You Can't Take It With You""",3041147,13275315,[{'sourceId': '348702'}],"[{'rovi_projectx_id_mapped': 'rovi_id:479483897,Map_reason:not found in projectx'}]",,,True,[3038203],Fail,Fail
2645,222694,66644073,10330519, 'Exact sequence & title match',Killjoy, 'Killjoy',|['Killjoy',3040961,3040961,,,,,,,Pass,Pass
2645,213254,66290198,10330519, 'Exact sequence & title match',Life Rights, 'Life Rights',|['Life Rights',3040797,3040797,,,,,,,Pass,Pass
2645,202521,22554276,10330519, 'Exact sequence & title match',Family Matters, 'Family Matters',|['Family Matters',3040724,3040724,,,,,,,Pass,Pass
2645,225187,66644075,10330519, 'Exact sequence & title match',Vaya Con Dios, 'Vaya Con Dios',|['Vaya Con Dios',3040982,3040982,,,,,,,Pass,Pass
2645,199167,22554278,10330519, 'Exact sequence & title match',Thin Ice, 'Thin Ice',|['Thin Ice',3040766,3040766,,,,,,,Pass,Pass
2645,214716,66290200,10330519, 'Exact sequence & title match',How Bazaar, 'How Bazaar',|['How Bazaar',3040898,3040898,,,,,,,Pass,Pass
2645,199165,22554277,10330519, 'Exact sequence & title match',Bundle of Joy, 'Bundle of Joy',|['Bundle of Joy',3040745,3040745,,,,,,,Pass,Pass
2645,192738,21603787,10330519, 'Exact sequence & title match',Crossing The Line, 'Crossing the Line',|['Crossing the Line',3040405,3040405,,,,,,,Pass,Pass
2645,48968,14642623,10330519, 'Exact sequence & title match',Pilot, 'Pilot',|['Pilot',3038675,3038675,,,,,,,Pass,Pass
2645,48967,19728088,10330519, 'sequence & title match',Summer Time, 'Summertime',|['Summer Time',3039739,3039739,,,,,,,Pass,Pass
2645,48953,19728839,10330519, 'Exact sequence & title match',Sexual Healing, 'Sexual Healing',|['Sexual Healing',3039889,3039889,,,,,,,Pass,Pass
2645,48952,19205623,10330519, 'Exact sequence & title match',Boo!, 'Boo!',|['Boo!',3039445,3039445,,,,,,,Pass,Pass
2645,206960,66290199,10330519, 'Exact sequence & title match',Face Off, 'Face Off',|['Face Off',3040848,3040848,,,,,,,Pass,Pass
2645,48949,19937189,10330519, 'Exact sequence & title match',Goldilocks and the Bears, 'Goldilocks and the Bears',|['Goldilocks and the Bears',3040015,3040015,,,,,,,Pass,Pass
2645,48962,16904495,10330519, 'Exact sequence & title match',Two For The Road, 'Two for the Road',|['Two for the Road',3038977,3038977,,,,,,,Pass,Pass
2645,48944,21574481,10330519, 'Exact sequence & title match',The Darkest Day, 'The Darkest Day',|['The Darkest Day',3040289,3040289,,,,,,,Pass,Pass
2645,227634,66644072,10330519, 'Exact sequence & title match',Fly Away, 'Fly Away',|['Fly Away',3040946,3040946,,,,,,,Pass,Pass
2645,48958,17274653,10330519, 'Exact sequence & title match',New Beginnings, 'New Beginnings',|['New Beginnings',3039225,3039225,,,,,,,Pass,Pass
2645,348701,444199421,10330519, 'sequence & title match',Quality of Life (Parts 1 & 2), 'Quality of Life',|['Quality of Life',3041051,13275475,[{'sourceId': '348701'}],"[{'rovi_projectx_id_mapped': 'rovi_id:444199421,Map_reason:not found in projectx'}]",,,True,[3038203],Fail,Fail
2645,48951,19205625,10330519, 'Exact sequence & title match',Cats and Dogs, 'Cats and Dogs',|['Cats and Dogs',3039539,3039539,,,,,,,Pass,Pass
2645,48950,19912485,10330519, 'Exact sequence & title match',The Little c, 'The Little c',|['The Little C',3039912,3039912,,,,,,,Pass,Pass
2645,48945,21746707,10330519, 'Exact sequence & title match',Fight or Flight, 'Fight or Flight',|['Fight or Flight',3040555,3040555,,,,,,,Pass,Pass
2645,48947,20008622,10330519, 'Exact sequence & title match',A Little Death, 'A Little Death',|['A Little Death',3040136,3040136,,,,,,,Pass,Pass
2645,48954,19728692,10330519, 'Exact sequence & title match',Musical Chairs, 'Musical Chairs',|['Musical Chairs',3039842,3039842,,,,,,,Pass,Pass
2645,48959,16904496,10330519, 'Exact sequence & title match',Divine Intervention, 'Divine Intervention',|['Divine Intervention',3039112,3039112,,,,,,,Pass,Pass
2645,48946,19699368,10330519, 'Exact sequence & title match',How Do You Feel?, 'How Do You Feel?',|['How Do You Feel?',3039655,3039655,,,,,,,Pass,Pass
2645,48961,16904500,10330519, 'Exact sequence & title match',Happy Birthday Cancer, 'Happy Birthday Cancer',|['Happy Birthday Cancer',3039189,3039189,,,,,,,Pass,Pass
2645,48956,17274654,10330519, 'Exact sequence & title match',Taking The Plunge, 'Taking the Plunge',|['Taking the Plunge',3039327,3039327,,,,,,,Pass,Pass
2645,48960,16904499,10330519, 'Exact sequence & title match',The Ecstasy and the Agony, 'The Ecstasy and the Agony',|['The Ecstasy and the Agony',3039130,3039130,,,,,,,Pass,Pass
2645,48948,19698743,10330519, 'Exact sequence & title match',The Last Thanksgiving, 'The Last Thanksgiving',|['The Last Thanksgiving',3039594,3039594,,,,,,,Pass,Pass
2645,48963,15035900,10330519, 'Exact sequence & title match',Taking Lumps, 'Taking Lumps',|['Taking Lumps',3038809,3038809,,,,,,,Pass,Pass
2645,48964,15035903,10330519, 'Exact sequence & title match',Blue-Eyed Iris, 'Blue-Eyed Iris',|['Blue-Eyed Iris',3038919,3038919,,,,,,,Pass,Pass
2645,199166,22554274,10330519, 'Exact sequence & title match',What's Your Story?," ""What's Your Story?""","|[""What's Your Story?""",3040669,3040669,,,,,,,Pass,Pass
2645,48955,19728573,10330519, 'Exact sequence & title match',Losing Patients, 'Losing Patients',|['Losing Patients',3039791,3039791,,,,,,,Pass,Pass
2645,192739,17274655,10330519, 'Exact sequence & title match',Everything That Rises Must Converge, 'Everything That Rises Must Converge',|['Everything That Rises Must Converge',3039395,3039395,,,,,,,Pass,Pass
2645,48966,14549400,10330519, 'Exact sequence & title match',There's No C In Team," ""There's No C in Team""","|[""There's No C in Team""",3038524,3038524,,,,,,,Pass,Pass
17309,520334,1058480638,902519422, 'Exact sequence & title match',Regarded With Hate, 'Regarded with Hate',|['',8693953,8693953,,,,,,,Pass,Pass
17309,509909,1058480606,902519422, 'Exact sequence & title match',Over the Line, 'Over the Line',|['',8693844,8693844,,,,,,,Pass,Pass
17309,502701,1058476629,902519422, 'Exact sequence & title match',Borderline, 'Borderline',|['',8693719,8693719,,,,,,,Pass,Pass
17309,507198,1058480593,902519422, 'Exact sequence & title match',Uncertainty & Destiny, 'Uncertainty & Destiny',|['',8693790,8693790,,,,,,,Pass,Pass
17309,499707,1058476623,902519422, 'Exact sequence & title match',Where Happiness Lies, 'Where Happiness Lies',|['',8693679,8693679,,,,,,,Pass,Pass
17309,505000,1058476632,902519422, 'Exact sequence & title match',Scary Person, 'Scary Person',|['',8693758,8693758,,,,,,,Pass,Pass
17309,493614,973909489,902519422, 'Exact sequence & title match',A Housecat a Stray God and a Tail, 'A Housecat a Stray God and a Tail',|['',8693560,8693560,,,,,,,Pass,Pass
17309,497239,1058476614,902519422, 'Exact sequence & title match',Bidden Calamity, 'Bidden Calamity',|['',8693616,8693616,,,,,,,Pass,Pass
17309,512085,1058480617,902519422, 'Exact sequence & title match',Name, 'Name',|['',8693907,8693907,,,,,,,Pass,Pass
17309,667289,1058480649,902519422, 'Exact sequence & title match',Abandoned God, 'Abandoned God',|['',8694000,8694000,,,,,,,Pass,Pass
17309,493613,973909487,902519422, 'Exact sequence & title match',Snow-like, 'Snow-like',|['',8693486,8693486,,,,,,,Pass,Pass
17309,673426
